name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,general_rating_user,contentRatingLevel,year,profit_ratio
Autumn in New York ,"5.5 based on 20,183 user ratings",2000-08-11,NA,NA,24,180,101,NA,"new-york,may-december-romance,title-directed-by-female,new-york-city,rockefeller-center","Drama,Romance",Rated PG-13 for language and some sensuality,USA,English,4e+07,10987006(USA),37752931,103,Color,1.85:1,5.5,20183,PG-13,2000,0.943823275
How the Grinch Stole Christmas ,"6.0 based on 141,216 user ratings",2000-11-17,NA,NA,46,482,175,1,"christmas,materialism,public-humiliation,snowflake,box-office-hit","Comedy,Family,Fantasy",Rated PG for some crude humor,"USA,Germany",English,1.23e+08,55082330(USA),260031035,104,Color,1.85:1,6,141216,PG,2000,2.11407345528455
Under Suspicion ,"6.5 based on 18,166 user ratings",2000-11-15,Stephen Hopkins,"Morgan Freeman,Gene Hackman,Thomas Jane",43,157,59,NA,"surprise-ending,police,murder,toupee,speech","Crime,Drama,Thriller",Rated R for sexual content and language,"France,USA","English,Italian,Spanish",2.5e+07,109863(USA),258691,110,Color,1.85:1,6.5,18166,R,2000,0.01034764
Michael Jordan to the Max ,"7.5 based on 1,722 user ratings",2000-05-05,"Don Kempf,James D. Stern","Michael Jordan,Phil Jackson,Doug Collins",57,13,14,NA,"basketball-player,basketball,chicago-bulls,imax,character-name-in-title","Documentary,Sport",NA,USA,English,NA,578141(USA),18642318,46,Color,1.44:1,7.5,1722,NA,2000,NA
Cecil B. DeMented ,"6.2 based on 11,391 user ratings",2000-09-01,John Waters,"Melanie Griffith,Stephen Dorff,Alicia Witt",57,150,90,NA,"movie-star,actress,drive-in,female-protagonist,woman-shot-in-the-forehead","Comedy,Crime,Thriller","Rated R for strong crude sexual content, violence, language and drug use","France,USA",English,1e+07,127141(USA),1276984,87,Color,1.85:1,6.2,11391,R,2000,0.1276984
Twin Falls Idaho ,"7.3 based on 3,476 user ratings",2000-03-29,Michael Polish,"Michael Polish,Mark Polish,Michele Hicks",71,87,54,NA,"low-budget-film,independent-film,twin,conjoined-twins,separation",Drama,Rated R for language,USA,English,5e+05,49849(USA),985341,111,Color,1.85:1,7.3,3476,R,2000,1.970682
Proof of Life ,"6.2 based on 49,250 user ratings",2000-12-08,Taylor Hackford,"Meg Ryan,Russell Crowe,David Morse",45,265,134,4,"ransom,south-america,pipeline,prisoner,jungle","Action,Drama,Thriller","Rated R for violence, language and some drug material",USA,"English,Spanish,Russian,Italian,French",6.5e+07,10207869(USA),32598931,135,Color,2.35:1,6.2,49250,R,2000,0.501522015384615
Shadow of the Vampire ,"6.9 based on 34,159 user ratings",2001-01-26,E. Elias Merhige,"John Malkovich,Willem Dafoe,Udo Kier",71,339,196,NA,"vampire,nosferatu,actor,costume-horror,breasts","Drama,Horror","Rated R for some sexuality, drug content, violence and language","UK,USA,Luxembourg","English,German,Luxembourgish",8e+06,94390(USA),8279017,92,Black and White,2.35:1,6.9,34159,R,2001,1.034877125
Men in Black Alien Attack ,"6.8 based on 3,160 user ratings",2000-04-08,NA,NA,NA,5,NA,NA,"alien,men-in-black,theme-park-attraction,color-in-title,alien-intelligence","Action,Sci-Fi,Short",NA,USA,English,NA,NA,NA,4,Color,NA,6.8,3160,NA,2000,NA
Chocolat ,"7.3 based on 150,098 user ratings",2001-01-19,Lasse Hallström,"Juliette Binoche,Judi Dench,Alfred Molina",64,498,152,2,"chocolate,france,village,food,chocolate-shop","Drama,Romance",Rated PG-13 for a scene of sensuality and some violence,"UK,USA","English,French",2.5e+07,157624(USA),71309760,121,Color,1.85:1,7.3,150098,PG-13,2001,2.8523904
Big Momma's House ,"5.1 based on 66,833 user ratings",2000-06-02,Raja Gosnell,"Martin Lawrence,Nia Long,Paul Giamatti",33,148,100,4,"female-impersonation,gender-disguise,obesity,disguise,fbi","Action,Comedy,Crime","Rated PG-13 for crude humor including sexual innuendo, and for language and some violence","USA,Germany",English,3e+07,25661041(USA),117559438,99,Color,1.85:1,5.1,66833,PG-13,2000,3.91864793333333
The Gift ,"6.7 based on 51,960 user ratings",2001-01-19,Sam Raimi,"Cate Blanchett,Katie Holmes,Keanu Reeves",62,328,167,1,"pond,abusive-husband,clairvoyant,widow,corpse","Drama,Fantasy,Horror,Mystery","Rated R for violence, language, and sexuality/nudity",USA,English,1e+07,11827(USA),11994719,112,Color,1.85:1,6.7,51960,R,2001,1.1994719
The Exciting Life of a Tree ,6.5 based on 208 user ratings,2000-11-22,NA,NA,NA,3,1,NA,independent-film,"Animation,Short",NA,USA,English,NA,NA,NA,6,Color,NA,6.5,208,NA,2000,NA
Waking the Dead ,"6.7 based on 5,957 user ratings",2000-03-24,Keith Gordon,"Billy Crudup,Bill Haugland,Nelson Landrieu",59,108,43,NA,"female-nudity,father-daughter-relationship,democratic-party,brother-sister-relationship,brother-brother-relationship","Drama,Mystery,Romance,Thriller",Rated R for sexuality and language,"USA,Canada",English,8500000,150422(USA),327418,105,Color,1.85:1,6.7,5957,R,2000,0.0385197647058824
Titus ,"7.3 based on 17,279 user ratings",2000-02-11,Julie Taymor,"Anthony Hopkins,Jessica Lange,Osheen Jones",57,290,93,NA,"pubic-hair,male-pubic-hair,shakespeare-play,reference-to-william-shakespeare,male-nudity","Drama,History,Thriller",Rated R for strong violent and sexual images,"Italy,USA,UK","English,Latin",NA,22313(USA),1921350,162,Color,2.35:1,7.3,17279,R,2000,NA
Shanghai Noon ,"6.6 based on 96,498 user ratings",2000-05-26,NA,NA,77,293,146,4,"princess,rescue,chinese,travel,19th-century","Action,Adventure,Comedy,Western","Rated PG-13 for action violence, some drug humor, language and sensuality","USA,Hong Kong","English,Mandarin,Sioux,Spanish",5.5e+07,19647065(USA),56932305,110,Color,2.35:1,6.6,96498,PG-13,2000,1.03513281818182
Bring It On ,"5.9 based on 70,021 user ratings",2000-08-25,NA,NA,52,385,139,1,"championship,cheerleading,high-school,teenage-romance,teen-comedy","Comedy,Sport",Rated PG-13 for sex-related material and language,USA,English,1e+07,17362105(USA),68353550,98,Color,1.85:1,5.9,70021,PG-13,2000,6.835355
Nurse Betty ,"6.3 based on 30,099 user ratings",2000-09-08,Neil LaBute,"Renée Zellweger,Morgan Freeman,Chris Rock",69,263,156,NA,"soap-opera,salesman,kansas-city,obsession,hospital","Comedy,Crime,Drama","Rated R for strong violence, pervasive language and a scene of sexuality","Germany,USA","English,Spanish",2.4e+07,£69723(UK),25167270,110,Color,2.35:1,6.3,30099,R,2000,1.04863625
The Big Kahuna ,"6.7 based on 12,070 user ratings",2000-05-19,John Swanbeck,"Kevin Spacey,Danny DeVito,Peter Facinelli",56,158,57,NA,"salesman,convention,lubricant,hotel,single-set-production","Drama,Comedy",Rated R for language,USA,English,NA,80957(USA),3150107,90,Color,1.85:1,6.7,12070,R,2000,NA
Reindeer Games ,"5.7 based on 31,068 user ratings",2000-02-25,NA,NA,37,212,126,4,"casino,christmas,girlfriend,christmas-season,release-from-prison","Action,Adventure,Crime,Drama,Family,Fantasy,Romance,Thriller","Rated R for strong violence, language and sexuality",USA,English,3.4e+07,8128356(USA),23360779,104,Color,2.35:1,5.7,31068,R,2000,0.687081735294118
Hanging Up ,"4.7 based on 10,115 user ratings",2000-02-18,Diane Keaton,"Diane Keaton,Meg Ryan,Lisa Kudrow",33,130,82,NA,"soap-opera-actress,magazine,party-planner,actress,clown-costume","Comedy,Drama",Rated PG-13 for language and some sex-related material,"Germany,USA",English,6e+07,15710411(USA),36037909,94,Color,1.85:1,4.7,10115,PG-13,2000,0.600631816666667
Takedown ,"6.3 based on 5,894 user ratings",2000-03-15,NA,NA,NA,47,14,NA,"computer,hacker,computer-hacker,foreplay,kissing","Crime,Drama,Thriller",Rated R for language and some sexual content,USA,English,NA,NA,NA,NA,Color,1.85:1,6.3,5894,R,2000,NA
Titan A.E. ,"6.6 based on 52,191 user ratings",2000-06-16,NA,NA,48,376,131,3,"alien,escape,pilot,captain,scientist","Animation,Action,Adventure,Family,Sci-Fi","Rated PG for action violence, mild sensuality and brief language",USA,"English,Mandarin",7.5e+07,9376845(USA),22751979,94,Color,2.35:1,6.6,52191,PG,2000,0.30335972
Freestyle: The Art of Rhyme ,7.7 based on 448 user ratings,2000-04-14,Kevin Fitzgerald,"Muhammad Ali,Planet Asia,Bahamadia",63,6,17,NA,"hip-hop,freestyle,battle,underground,live-performance","Documentary,Music",NA,USA,English,NA,4842(USA),11255,60,Black and White,NA,7.7,448,NA,2000,NA
The Weight of Water ,"6.0 based on 7,645 user ratings",2002-07-31,Kathryn Bigelow,"Catherine McCormack,Sean Penn,Sarah Polley",45,90,47,NA,"murder,photographer,newspaper,axe-murder,jealousy","Crime,Drama,Mystery,Thriller","Rated R for violence, sexuality/nudity, and brief language","USA,France",English,1.6e+07,45888(USA),102622,NA,Color,1.85:1,6,7645,R,2002,0.006413875
Batman Beyond: Return of the Joker ,"7.9 based on 16,513 user ratings",2001-03-07,Curt Geda,"Will Friedle,Mark Hamill,Kevin Conroy",NA,75,20,NA,"batman,clown,mentor,twin,secret","Animation,Action,Crime,Sci-Fi,Thriller",Rated PG-13 for violence,USA,English,NA,NA,NA,73,Color,1.33:1,7.9,16513,PG-13,2001,NA
Sunset Strip ,"5.7 based on 1,261 user ratings",2000-08-18,Adam Collis,"Simon Baker,Anna Friel,Nick Stahl",33,20,8,NA,"hollywood,sunset-strip,songwriter,sex,record-producer","Comedy,Drama","Rated R for sexuality, language and drug content",USA,English,NA,3926(USA),3926,90,Color,1.85:1,5.7,1261,R,2000,NA
Happy Accidents ,"7.3 based on 8,383 user ratings",2001-09-12,Brad Anderson,"Marisa Tomei,Vincent D'Onofrio,Marty Davey",60,97,36,NA,"therapist,flashback,changing-the-future,global-warming,dubuque-iowa","Comedy,Romance",Rated R for language,USA,English,NA,14840(USA),688510,110,Color,1.85:1,7.3,8383,R,2001,NA
Bounce ,"5.7 based on 17,510 user ratings",2000-11-17,Don Roos,"Ben Affleck,Gwyneth Paltrow,Natasha Henstridge",52,163,107,NA,"love,widow,airport,friend,sports-ticket","Drama,Romance",Rated PG-13 for some language and sensuality,USA,English,3.5e+07,11423716(USA),36779296,106,Color,1.85:1,5.7,17510,PG-13,2000,1.05083702857143
The Road to El Dorado ,"6.9 based on 58,119 user ratings",2000-03-31,"Bibo Bergeron,Don Paul","Kevin Kline,Kenneth Branagh,Rosie Perez",51,139,82,2,"implied-sex,adventurer,el-dorado,high-priest,gold","Animation,Adventure,Comedy,Family,Romance",Rated PG for mild thematic material and language,USA,English,9.5e+07,12846652(USA),50802661,89,Color,1.85:1,6.9,58119,PG,2000,0.534764852631579
George Washington ,"7.5 based on 6,233 user ratings",2001-09-28,NA,NA,82,76,75,NA,"small-town,cover-up,teenager,redemption,north-carolina",Drama,NA,USA,English,42000,13335(USA),241816,89,Color,2.35:1,7.5,6233,NA,2001,5.75752380952381
Bedazzled ,"6.0 based on 81,807 user ratings",2000-10-20,Harold Ramis,"Brendan Fraser,Elizabeth Hurley,Frances O'Connor",49,254,125,2,"soul,devil,dream,wish,contract","Comedy,Fantasy,Romance","Rated PG-13 for sex-related humor, language and some drug content","USA,Germany","English,Spanish,Russian",4.8e+07,13106526(USA),37879996,93,Color,2.35:1,6,81807,PG-13,2000,0.789166583333333
Little Nicky ,"5.3 based on 80,516 user ratings",2000-11-10,Steven Brill,"Adam Sandler,Patricia Arquette,Harvey Keitel",38,237,87,3,"hell,the-devil,devil,flask,angel","Comedy,Fantasy","Rated PG-13 for crude sexual humor, some drug content, language and thematic material",USA,English,8e+07,16063904(USA),39442871,90,Color,1.85:1,5.3,80516,PG-13,2000,0.4930358875
Dracula 2000 ,"4.9 based on 27,352 user ratings",2000-12-22,Patrick Lussier,"Gerard Butler,Justine Waddell,Jonny Lee Miller",26,365,122,4,"van-helsing,dracula,painting,rescue,gothic","Action,Fantasy,Horror,Thriller","Rated R for violence/gore, language and some sexuality",USA,English,2.8e+07,8636567(USA),33000377,99,Color,2.35:1,4.9,27352,R,2000,1.17858489285714
Dancing at the Blue Iguana ,"5.8 based on 3,176 user ratings",2001-10-11,NA,NA,41,61,39,NA,"strip-club,russian,hitman,backstage,poetry","Drama,Mystery","Rated R for pervasive sexual content/nudity, language, some drug content and brief violence",USA,"English,Russian",NA,30181(USA),30181,123,Color,1.85:1,5.8,3176,R,2001,NA
Scream 3 ,"5.5 based on 98,368 user ratings",2000-02-04,Wes Craven,"David Arquette,Neve Campbell,Courteney Cox",56,734,212,2,"murder,survivor,ghostface,death,scream","Horror,Mystery",Rated R for strong horror violence and language,USA,English,4e+07,34713342(USA),89138076,116,Color,2.35:1,5.5,98368,R,2000,2.2284519
102 Dalmatians ,"4.8 based on 26,362 user ratings",2000-11-22,NA,NA,35,77,84,NA,"prison,dog,parole,parole-officer,puppy","Adventure,Comedy,Family",NA,"USA,UK",English,8.5e+07,19883351(USA),66941559,100,Color,1.85:1,4.8,26362,NA,2000,0.787547752941177
Big Eden ,"7.4 based on 3,324 user ratings",2000-04-18,Thomas Bezucha,"Arye Gross,Eric Schweig,Tim DeKay",59,106,38,NA,"montana,general-store,store,artist,unrequited-love","Drama,Romance",Rated PG-13 for some mature thematic material,USA,English,NA,26198(USA),503796,117,Color,1.85:1,7.4,3324,PG-13,2000,NA
The Contender ,"7.0 based on 20,433 user ratings",2000-10-13,Rod Lurie,"Joan Allen,Gary Oldman,Jeff Bridges",59,369,136,NA,"president,vice-president,governor,bridge,political-thriller","Drama,Thriller",Rated R for strong sexual content and language,"USA,Germany,UK",English,2e+07,5363900(USA),17804273,126,Color,1.85:1,7,20433,R,2000,0.89021365
Spike and Mike's Sick and Twisted Festival of Animation Volume 7 ,7.3 based on 13 user ratings,2000-06-06,"Q. Allan Brocka,Gregory Ecklund",NA,NA,NA,1,NA,"gay,independent-film","Animation,Comedy",NA,USA,English,NA,NA,NA,NA,Color,NA,7.3,13,NA,2000,NA
Angela's Ashes ,"7.3 based on 16,986 user ratings",2000-01-21,Alan Parker,"Emily Watson,Robert Carlyle,Joe Breen",54,163,99,NA,"irish,limerick,ira,drink,prejudice",Drama,Rated R for sexual content and some language,"USA,Ireland",English,2.5e+07,54628(USA),13038660,145,Color,1.85:1,7.3,16986,R,2000,0.5215464
Get Your Stuff ,5.8 based on 517 user ratings,2000-06-17,NA,NA,NA,17,2,NA,"gay,gay-couple,alcoholic-mother,couples-counselling,bouquet","Comedy,Drama",NA,USA,English,NA,NA,NA,93,Color,1.78:1,5.8,517,NA,2000,NA
Best in Show ,"7.5 based on 45,794 user ratings",2000-10-20,Christopher Guest,"Fred Willard,Eugene Levy,Catherine O'Hara",78,340,119,2,"dog-show,gay,gay-couple,gay-character,gay-interest",Comedy,Rated PG-13 for language and sex-related material,USA,English,6e+06,413436(USA),18621249,90,Color,1.85:1,7.5,45794,PG-13,2000,3.1035415
28 Days ,"6.0 based on 34,561 user ratings",2000-04-14,Betty Thomas,"Sandra Bullock,Viggo Mortensen,Dominic West",46,194,116,3,"wedding,car-accident,vomiting,box-office-hit,12-step-program","Comedy,Drama","Rated PG-13 for mature thematic elements involving substance abuse, language and some sensuality",USA,English,4.3e+07,10310672(USA),37035515,103,Color,1.37:1,6,34561,PG-13,2000,0.861291046511628
All the Pretty Horses ,"5.8 based on 11,371 user ratings",2000-12-25,Billy Bob Thornton,"Matt Damon,Penélope Cruz,Henry Thomas",55,183,85,NA,"texas,mexico,cowboy,1940s,railway-station","Drama,Romance,Western",Rated PG-13 for violence and some sexuality,USA,"English,Spanish",5.7e+07,4860556(USA),15527125,116,Color,2.35:1,5.8,11371,PG-13,2000,0.272405701754386
Animal Factory ,"6.6 based on 10,627 user ratings",2000-08-01,Steve Buscemi,"Willem Dafoe,Edward Furlong,Danny Trejo",65,72,47,NA,"prison,marijuana,gang,drugs,prison-cell","Crime,Drama","Rated R for strong language, violence and drug use",USA,English,NA,5746(USA),43805,94,Color,1.78:1,6.6,10627,R,2000,NA
The Way of the Gun ,"6.7 based on 27,508 user ratings",2000-09-08,Christopher McQuarrie,"Ryan Phillippe,Benicio Del Toro,Juliette Lewis",49,327,117,NA,"criminal,surrogate-mother,money,gangster,drifter","Action,Crime,Drama,Thriller","Rated R for strong violence/gore, language and some sexuality",USA,"English,Spanish",8500000,2150979(USA),6047856,119,Color,1.85:1,6.7,27508,R,2000,0.711512470588235
The Broken Hearts Club: A Romantic Comedy ,"7.0 based on 6,072 user ratings",2000-10-20,Greg Berlanti,"Timothy Olyphant,Dean Cain,Zach Braff",51,120,51,NA,"gay,friend,restaurant,photographer,lesbian","Comedy,Drama,Romance,Sport",NA,USA,English,1e+06,109694(USA),1744858,94,Color,2.35:1,7,6072,NA,2000,1.744858
Romeo Must Die ,"6.1 based on 56,952 user ratings",2000-03-22,Andrzej Bartkowiak,"Jet Li,Aaliyah,Isaiah Washington",52,365,70,4,"death,prison,hong-kong,kung-fu,waterfront","Action,Crime,Thriller","Rated R for violence, some language and brief nudity",USA,"English,Chinese",2.5e+07,18014503(USA),55973336,115,Color,2.35:1,6.1,56952,R,2000,2.23893344
Buzz Lightyear of Star Command: The Adventure Begins ,"6.1 based on 2,873 user ratings",2000-08-08,NA,NA,NA,19,11,NA,"alien,partner,buzz-lightyear,galaxy,battle","Animation,Action,Adventure,Comedy,Family,Sci-Fi",NA,USA,English,NA,NA,NA,70,Color,1.78:1,6.1,2873,NA,2000,NA
Urbania ,"7.0 based on 2,742 user ratings",2001-08-09,NA,NA,73,73,38,NA,"new-york,needle,tourist,hot-dog-bun,rat",Drama,"Rated R for strong violent and sexual content, including related dialogue, and for language and some drug use",USA,English,225000,72129(USA),1027119,103,Color,1.85:1,7,2742,R,2001,4.56497333333333
Woman on Top ,"5.3 based on 8,524 user ratings",2000-09-22,Fina Torres,"Penélope Cruz,Murilo Benício,Harold Perrineau",41,86,72,NA,"motion-sickness,food,cross-dresser,restaurant,friend","Comedy,Fantasy,Romance",Rated R for some strong sexuality and language,USA,"English,Portuguese",8e+06,2008191(USA),5018450,92,Color,2.35:1,5.3,8524,R,2000,0.62730625
Terror Tract ,"6.0 based on 1,383 user ratings",2001-06-27,NA,NA,NA,32,28,NA,"house,real-estate-agent,suburb,anthology,murder","Comedy,Horror,Romance,Thriller","Rated R for violence/gore, a scene of sexuality and some language",USA,English,1e+06,NA,NA,96,Color,1.85:1,6,1383,R,2001,NA
Duets ,"6.0 based on 8,204 user ratings",2000-09-15,Bruce Paltrow,"Huey Lewis,Gwyneth Paltrow,Paul Giamatti",40,123,65,NA,"karaoke,singer,convict,salesman,middle-america","Comedy,Drama,Music",Rated R for language and some sexuality,USA,English,1.5e+07,2002588(USA),4734235,112,Color,1.85:1,6,8204,R,2000,0.315615666666667
Cirque du Soleil: Journey of Man ,7.1 based on 576 user ratings,2000-05-05,NA,NA,55,13,18,NA,"love,acrobat,underwater,swimmer,garden","Short,Drama,Family,Fantasy,Musical",NA,USA,English,NA,49837(USA),15186747,39,Color,1.44:1,7.1,576,NA,2000,NA
Dolphins ,7.3 based on 398 user ratings,2000-04-14,Greg MacGillivray,"Pierce Brosnan,Alejandro Acevedo-Gutiérrez,Dean Bernal",NA,6,15,NA,"dolphin,imax,ocean,imax-version,diving","Documentary,Short",NA,USA,English,7200000,NA,NA,39,Color,1.44:1,7.3,398,NA,2000,NA
The Tigger Movie ,"6.3 based on 13,290 user ratings",2000-02-11,Jun Falkenstein,"Jim Cummings,Nikita Hopkins,Ken Sansom",53,53,89,NA,"tigger,coming-of-age,title-directed-by-female,cartoon-tiger,tiger","Animation,Comedy,Drama,Family,Musical",NA,"USA,Japan",English,3e+07,9427532(USA),45542421,77,Color,1.78:1/(highdefinition),6.3,13290,NA,2000,1.5180807
Tigerland ,"7.0 based on 33,372 user ratings",2001-05-24,Joel Schumacher,"Colin Farrell,Matthew Davis,Clifton Collins Jr.",55,152,84,NA,"platoon,recruit,infantry,vietnam,sergeant","Drama,War","Rated R for violence, pervasive language, a scene of strong sexuality and some drug use","USA,Germany",English,1e+07,26715(USA),139500,101,Color,1.85:1,7,33372,R,2001,0.01395
Rejected ,"8.2 based on 6,254 user ratings",2000-07-25,NA,NA,NA,46,4,NA,"tearing-up-paper,rejection,fish-stick,disaster,crushed-to-death","Animation,Short,Comedy,Fantasy",NA,USA,"English,Swedish",NA,NA,NA,9,Color,1.37:1,8.2,6254,NA,2000,NA
Songcatcher ,"7.3 based on 2,794 user ratings",2001-07-27,Maggie Greenwald,"Janet McTeer,Michael Davis,Michael Goodwin",63,78,39,NA,"song,mountain,university,musician,doctor","Drama,Music",Rated PG-13 for sexual content and an intense scene of childbirth,USA,English,1800000,41967(USA),3050934,109,Color,1.85:1,7.3,2794,PG-13,2001,1.69496333333333
The Replacements ,"6.5 based on 48,272 user ratings",2000-08-11,Howard Deutch,"Keanu Reeves,Gene Hackman,Brooke Langton",30,261,118,2,"strike,coach,football-player,misfits,sumo-wrestler","Comedy,Sport",Rated PG-13 for some crude sexual humor and language,USA,"English,American Sign Language",5e+07,11039214(USA),44737059,118,Color,1.85:1,6.5,48272,PG-13,2000,0.89474118
Beastie Boys: Video Anthology ,8.4 based on 878 user ratings,2000-11-21,NA,NA,NA,6,6,NA,"music-video-collection,music-video,title-directed-by-female,white-rapper,rap","Documentary,Music",NA,USA,English,NA,NA,NA,NA,Black and White,1.33:1,8.4,878,NA,2000,NA
