actor,gross,budget,num
Philip Berber,0,0,0
Caroline Boudreaux,0,0,0
Katrina Bowden,0,0,0
Jeremy Bastian,0,0,0
Cavan Cunningham,0,0,0
Tom Abate,0,0,0
Hugo De Garis,0,0,0
Peter Diamandis,0,0,0
Harry Dean Stanton,19348,1e+07,1
Laura Vandervoort,0,0,0
Maya Angelou,0,0,0
Al Sharpton,0,0,0
Mark Duplass,33977529,4500000,6
Joshua Leonard,0,0,0
Alycia Delmore,0,0,0
Kristin Kreuk,8742261,1.8e+07,1
Steffan Anten,0,0,0
Mike Bara,0,0,0
Ross Dedrickson,0,0,0
Matthew Knight,0,0,0
Shawnee Smith,0,0,0
Mike Straub,0,0,0
Peter Rodger,38244,1250000,1
Ringo Starr,38244,1250000,1
Stephanie Lugo,0,0,0
Maurice Blake,0,0,0
Amanda Douge,0,0,0
Anthony Waller,0,0,0
Ashleigh Sumner,0,0,0
Jill Bennett,0,0,0
Cathy DeBuono,0,0,0
Portia Doubleday,30562572,3.6e+07,2
Matthew Wolf,0,0,0
Graham McTavish,0,0,0
F.T. Anderson,0,0,0
Field Cate,0,0,0
Alex Debogorski,0,0,0
Maria Durham,0,0,0
Mircea Monroe,0,0,0
Christopher Shand,0,0,0
Nora Kirkpatrick,0,0,0
Mary Cobb,0,0,0
Rhoda Griffis,0,0,0
Joe Sinopoli,0,0,0
Lawrence Kern,0,0,0
Tami Hillberry,0,0,0
Barbara Barrie,0,0,0
Shelly Cole,0,0,0
Cindy Pickett,0,0,0
Cody Linley,0,0,0
Brie Gabrielle,0,0,0
Patrick Cavanaugh,0,0,0
James DeBello,0,0,0
Tony Denman,0,0,0
Gabriel Basso,0,0,0
Uriah Shelton,0,0,0
Tsuyoshi Ihara,0,0,0
Mika Hijii,0,0,0
Ronald Bronstein,0,0,0
Alex Greenblatt,0,0,0
Sage Ranaldo,0,0,0
Elizabeth Canner,0,0,0
Darby Stephens,0,0,0
Virgil Place,0,0,0
Jeremy Lucas,0,0,0
Mark Strano,0,0,0
Joseph Andreas,0,0,0
Randy Wayne,7644460,3e+06,3
Deja Kreutzberg,7547726,2e+06,2
Joshua Weigel,7547726,2e+06,2
Ellen Muth,0,0,0
Sharon Gless,0,0,0
Maureen Gallagher,0,0,0
Kelli Strickland,0,0,0
Bronwyn Cornelius,0,0,0
Deng Juan,0,0,0
Jackson Kuehn,0,0,0
Diora Baird,0,0,0
Dale Girard,0,0,0
Mikey Wiseman,0,0,0
Michael Grecco,0,0,0
Tera Patrick,0,0,0
Evan Seinfeld,0,0,0
Ted DiBiase Jr.,0,0,0
Lara Cox,0,0,0
Cindy Cheung,0,0,0
Michael Chen,0,0,0
Crystal Chiu,0,0,0
Eric Nenninger,0,0,0
Jack Maxwell,0,0,0
Chelsey Crisp,0,0,0
Mamie Gummer,26822144,1.8e+07,1
Andrew Prine,0,0,0
Carlos Lauchu,0,0,0
Elsa Pataky,0,0,0
Bo Burnham,0,0,0
Brianne Davis,0,0,0
Brian Baumgartner,0,0,0
George Chuvalo,0,0,0
Henry Cooper,0,0,0
George Foreman,0,0,0
Jon Hamm,464665366,1.4e+08,5
Shoshana Bush,25615792,2.5e+07,1
Musa Abu-Hashhash,0,0,0
Nidal Barham,0,0,0
Keshia Knight Pulliam,0,0,0
Dan Ashley,0,0,0
Pablo Fajardo,0,0,0
Kent Robertson,0,0,0
Mathew Lotto,0,0,0
William McMichael,0,0,0
Terri J. Freedman,0,0,0
Robbie Coltrane,0,0,0
Chris Columbus,0,0,0
Warwick Davis,0,0,0
Tessie Santiago,0,0,0
Chris Bruno,0,0,0
Nora Zehetner,0,0,0
Daniel Allen Kent,0,0,0
Irakli Tabidze,0,0,0
Nicholas Russell,0,0,0
Kathleen Robertson,0,0,0
Pete Scherer,0,0,0
Jared Grey,0,0,0
Tania Raymonde,34929160,21200000,2
Tatyana Kanavka,0,0,0
Michael Arata,0,0,0
Ishiah Benben,0,0,0
David Zayas,0,0,0
Trevor Long,0,0,0
Thomas Ryan,0,0,0
Eric Debets,0,0,0
Jonathan Blanc,0,0,0
Johnny Pacar,0,0,0
Rachael Murphy,0,0,0
Ben DiGregorio,0,0,0
Evan Brenner,0,0,0
Dolores Cardelucci,0,0,0
Maeve Quinlan,10572742,8e+06,1
Brian Blade,0,0,0
Terence Blanchard,0,0,0
Ravi Coltrane,0,0,0
Patrick O'Kane,0,0,0
Richard Brake,0,0,0
Michale Graves,0,0,0
William Mapother,1316074,1e+05,1
Johanna Braddy,0,0,0
Ivana Baquero,0,0,0
Donald Faison,31388466,1.3e+07,2
Vanessa Marshall,0,0,0
Hector Echavarria,0,0,0
Kaitlin Doubleday,0,0,0
Sofya Skya,0,0,0
Lily Jackson,0,0,0
Rex Linn,0,0,0
Christopher Lloyd,0,0,0
Julian Wadham,0,0,0
Kevin Bewersdorf,0,0,0
Sean Bones,0,0,0
Carl Bradshaw,0,0,0
Stella Schnabel,0,0,0
Simon O'Connor,0,0,0
Zachary Tucker,0,0,0
Tammin Sursok,0,0,0
Chris Jericho,0,0,0
Richard Christy,0,0,0
Roy Edward Disney,0,0,0
John Lasseter,0,0,0
Michael Eisner,0,0,0
Corey Feldman,0,0,0
Bronson Pinchot,0,0,0
Matthew Leitch,0,0,0
Jose Rosete,0,0,0
Jorge Ameer,0,0,0
Alex Hernandez,0,0,0
Christopher Borgzinner,0,0,0
Leslie-Anne Huff,0,0,0
Roy Werner,0,0,0
Eason Chan,0,0,0
Julia Carothers Hughes,0,0,0
Elizabeth Dennis,0,0,0
Terrance Epps,0,0,0
Mark Van Wagoner,0,0,0
I.M. Pei,0,0,0
Ed Ackerman,0,0,0
Janna Lisa Dombrowsky,0,0,0
Martine Erhel,0,0,0
Hans Piesbergen,0,0,0
Debbie Gibson,0,0,0
Vic Chao,0,0,0
Alec Newman,0,0,0
Keith Boyd,0,0,0
Takisha Boyd,0,0,0
Deborah Shelton,0,0,0
John Brotherton,0,0,0
Heather Stephens,0,0,0
Claire Holt,594904,1200000,1
Steve Clement,0,0,0
Thomas Montgomery,0,0,0
Ken Case,0,0,0
Gina Allegro,0,0,0
Cricket Batz,0,0,0
Sharon Geller,0,0,0
Oliver James,0,0,0
Kristopher Turner,0,0,0
Rik Young,0,0,0
Raine Brown,0,0,0
Erin Brown,0,0,0
Dustin Kerns,0,0,0
Armand Assante,0,0,0
Cole Carson,0,0,0
Lauren Bair,0,0,0
Michael J. Prosser,0,0,0
Nick Jonas,0,0,0
Joe Jonas,0,0,0
Kevin Jonas,0,0,0
Marlaina Mah,0,0,0
Vitaly Kravchenko,0,0,0
Enrico Colantoni,3328735,6650000,2
Michael Shulman,9626,650000,1
Michael DeLorenzo,0,0,0
Matthew Burnett,0,0,0
Rafiel Soto,0,0,0
Christopher Lee Gibson,0,0,0
Wendi McLendon-Covey,127448961,7.2e+07,3
Sara Swain,0,0,0
Alan Thicke,0,0,0
David Faustino,0,0,0
Corin Nemec,0,0,0
G.K. Bowes,0,0,0
Kelly Brewster,0,0,0
Doug Erholtz,0,0,0
Alonzo F. Jones,0,0,0
Shamika Ann Franklin,0,0,0
Annemarie Pazmino,0,0,0
Tariq Ali,0,0,0
Raúl Castro,0,0,0
Hugo Chávez,0,0,0
Kevin Corrigan,0,0,0
Sagar Salunke,0,0,0
Ulhas Tayade,0,0,0
Rajesh Kumar,0,0,0
Farai Mabhande,0,0,0
Prudence Mabhena,0,0,0
Energy Maburutse,0,0,0
Bill Cunningham,0,0,0
Michael Kors,0,0,0
Andrew Garfield,563213408,4.78e+08,4
Christopher Mintz-Plasse,302134269,2.53e+08,3
William Ackman,0,0,0
Daniel Alpert,0,0,0
Russell Brand,284517341,1.09e+08,2
Emilio Estevez,0,0,0
Hailee Steinfeld,679501136,3.53e+08,6
John Doman,9701559,3500000,1
Donna Murphy,200807262,2.6e+08,1
Chloë Grace Moretz,334813710,3.63e+08,7
Mia Wasikowska,371547817,3.46e+08,9
Jennifer Lawrence,1487564047,647900000,9
Keir Gilchrist,27373417,1.8e+07,3
Dianne Wiest,4443618,1e+07,2
José Luis García Pérez,1028658,3e+06,1
Robert Paterson,1028658,3e+06,1
Joey King,29936192,34500000,3
Margo Martindale,119399026,7e+07,2
Todd Rotondi,0,0,0
Jon Prescott,0,0,0
Cécile De France,65483192,1e+08,2
Christina Aguilera,78881310,1.1e+08,2
Gemma Arterton,146437713,2.5e+08,2
Spencer Jones,99851,2500000,1
Tyler Barrick,99851,2500000,1
Dustin Lance Black,99851,2500000,1
Zachary Gordon,165695121,5.8e+07,3
Robert Capron,165695121,5.8e+07,3
Rachael Harris,64001297,1.5e+07,1
Jensen Ackles,0,0,0
Chase Ellison,0,0,0
Conrad Anker,0,0,0
Susan Robertson,0,0,0
Robert Macfarlane,0,0,0
Yvon Chouinard,0,0,0
Doug Tompkins,0,0,0
Keith Malloy,0,0,0
Charles Adam,0,0,0
Charles Adams,0,0,0
Jonathan Alter,0,0,0
Caroline Dhavernas,33583175,1e+07,1
Bokeem Woodbine,92461144,1.35e+08,2
Chris Wedge,0,0,0
Jason Fricchione,0,0,0
Yaniv Schulman,0,0,0
Ariel Schulman,0,0,0
Henry Joost,0,0,0
Liam Hemsworth,1262262084,4.8e+08,5
Matthew Macfadyen,105219735,2e+08,1
Alice Eve,47594768,5.2e+07,4
T.J. Miller,31584722,2e+07,1
Sharni Vinson,79334056,3.2e+07,3
Rick Malambri,42385520,3e+07,1
Adam G. Sevani,42385520,3e+07,1
Chris Brown,57744720,2e+07,1
Harwood Gordon,0,0,0
Eli Jane,0,0,0
Alex Weber,0,0,0
Josh Radnor,0,0,0
James Baldwin,0,0,0
William F. Buckley,891997,1e+06,1
Truman Capote,0,0,0
Allison McAtee,0,0,0
Sarah Stouffer,0,0,0
Katherine Ann McGregor,0,0,0
Lauren Mote,0,0,0
Craig Robinson,62496296,5e+07,2
Matt Bush,165480,2e+06,2
Sean Marquette,165480,2e+06,2
Jamie Chung,444975422,3.3e+08,2
Mykel Shannon Jenkins,0,0,0
Mark Ivanir,0,0,0
Alex O'Loughlin,37481242,3.5e+07,1
Michaela Watkins,37481242,3.5e+07,1
Lena Dunham,389804,65000,1
Laurie Simmons,389804,65000,1
Grace Dunham,389804,65000,1
Jaden Smith,237113715,1.7e+08,2
The Men of Battle Company 2nd of the 503rd Infantry Regiment 173rd Airborne Brigade Combat Team,0,0,0
Juan 'Doc Restrepo,0,0,0
Dan Kearney,0,0,0
Sonia Braga,0,0,0
Jeffrey DeMunn,0,0,0
Olly Alexander,0,0,0
Eleonore Hendricks,0,0,0
James Ransone,75995069,1.9e+07,4
Tempestt Bledsoe,201350,6e+06,2
Tom Selleck,94000970,1.5e+08,2
Leighton Meester,137848341,1.36e+08,5
Danielle Panabaker,39474282,2.5e+07,2
Sonya Davison,19056184,4.4e+07,2
Emma Bell,42575718,4e+07,1
Paolo Bonacelli,35596227,2e+07,1
Violante Placido,35596227,2e+07,1
Caleb Steinmeyer,0,0,0
Zulay Henao,0,0,0
Melissa Joan Hart,0,0,0
William Lee Scott,0,0,0
John Terry,0,0,0
Joyce McKinney,0,0,0
Peter Tory,0,0,0
Troy Williams,0,0,0
Tanner Maguire,2848578,3500000,1
Jeffrey Johnson,2848578,3500000,1
Robyn Lively,2848578,3500000,1
Jack McBrayer,232988393,2.5e+08,2
Jenn Proske,36658108,2e+07,1
Derek Jeter,119219978,1e+08,1
Alexandra Nicole Hulme,0,0,0
Lawrie Brewster,0,0,0
Danny Bernardy,0,0,0
Matthew Wilkas,0,0,0
Rebecca Pappa,0,0,0
William Baldwin,0,0,0
Chris Noth,0,0,0
Gio Perez,67061228,4e+07,1
Jean Michel Basquiat,0,0,0
Julian Schnabel,0,0,0
Larry Gagosian,0,0,0
Necar Zadegan,0,0,0
Traci Dinwiddie,0,0,0
Gary Weeks,0,0,0
Dawn Ades,0,0,0
Montse Aguer,0,0,0
Michael Barrier,0,0,0
Danny A. Abeckaser,302886,1e+06,1
Joanne McGee,0,0,0
Carol Goans,0,0,0
Stewart Carrico,0,0,0
Kyle Gallner,413183208,93800000,2
Natalia Dyer,0,0,0
Peter Vack,0,0,0
Julia Garner,6980421,6e+05,1
Patrick Fabian,40990055,1800000,1
Ashley Bell,40990055,1800000,1
Iris Bahr,40990055,1800000,1
Amanda Fuller,0,0,0
Marc Senter,0,0,0
Jon Michael Davis,0,0,0
Vanessa Branch,0,0,0
Steve Blum,0,0,0
Jill Scott,60072596,2e+07,1
Antony Langdon,0,0,0
Carey Perloff,0,0,0
Mélanie Laurent,17859951,19600000,4
Evan Jones,0,0,0
Michael Hanrahan,0,0,0
Kalani Miller,0,0,0
Kelly Slater,0,0,0
Tom McGrath,83348920,1.32e+08,1
Claire Sloma,0,0,0
Marlon Morton,0,0,0
Amanda Bauer,0,0,0
Chris Zylka,0,0,0
Matt Bennett,535249,3400000,1
Zack Pearlman,535249,3400000,1
Krysta Rodriguez,535249,3400000,1
Juan Carlos Hernández,44867349,3.7e+07,1
Mark Hogancamp,0,0,0
Emmanuel Nneji,0,0,0
Edda Hogancamp,0,0,0
Felicity Jones,263365,2e+07,1
Eric Balfour,21371425,1e+07,1
Scottie Thompson,21371425,1e+07,1
Nathaniel Parker,96860,1e+06,2
Joan Rivers,0,0,0
Melissa Rivers,0,0,0
Kathy Griffin,0,0,0
Paul Bosche,0,0,0
Alfredo del Rio,0,0,0
John DiGiacomo,0,0,0
Joe Nussbaum,0,0,0
Daryl Frazetti,0,0,0
Andre Braugher,0,0,0
Graham Allison,0,0,0
James Baker III,0,0,0
Bruce Blair,0,0,0
Craig Baldwin,0,0,0
Craig Green,0,0,0
Conrad O. Johnson Sr.,0,0,0
Matthew J. Munn,0,0,0
Maddie Taylor,0,0,0
Alexia Rasmussen,15368,2e+05,1
Kent Moran,0,0,0
Amber Lynn,0,0,0
Asia Carrera,0,0,0
Bobby Slayton,0,0,0
Nick Thurston,0,0,0
Geoffrey Wigdor,0,0,0
Harrison Gilbertson,0,0,0
Richard Baneham,0,0,0
Yuri Bartoli,0,0,0
Carlos Mencia,20246959,1.4e+07,1
Alice Ziolkoski,0,0,0
Meaghan Hughes,0,0,0
Deborah Theaker,0,0,0
Will Sasso,0,0,0
Cleophas Kabasita,0,0,0
Hadidja Zaninka,0,0,0
Marc Gwamaka,0,0,0
Johnny Strong,0,0,0
Kevin Phillips,0,0,0
Costas Mandylor,0,0,0
Julianna Guill,0,0,0
Ryan Donowho,0,0,0
Fred Armisen,0,0,0
James Balog,0,0,0
Svavar Jónatansson,0,0,0
James Badge Dale,0,0,0
Barry Corbin,0,0,0
Stan Bly,0,0,0
Trevor Morgan,0,0,0
Arlen Escarpeta,42575718,4e+07,1
Brittney Karbowski,0,0,0
Greg Ayres,0,0,0
Luci Christian,0,0,0
Marcus Coloma,0,0,0
Susan Blakely,0,0,0
Philip Winchester,28841,1e+06,1
Tim Draxl,28841,1e+06,1
Trevor Teichmann,0,0,0
Fiona Perry,0,0,0
Rita Zohar,0,0,0
Brooke Shields,17596256,3.5e+07,1
Ricky Garcia,17596256,3.5e+07,1
Mark Feuerstein,0,0,0
Melora Hardin,0,0,0
Paul Wight,0,0,0
Pat Tillman,0,0,0
Mary Tillman,0,0,0
Bill Lippincott,0,0,0
Michael Biehn,44000,6e+06,2
Alexandra Daddario,258074650,2.2e+08,3
Brett Rickaby,0,0,0
Rene-Charles Angelil,0,0,0
René Angelil,0,0,0
Céline Dion,0,0,0
Jillian Murray,0,0,0
Marnette Patterson,0,0,0
Ashley Parker Angel,0,0,0
Amanda Baden,0,0,0
Darah Sadowsky,0,0,0
Donna Sadowsky,0,0,0
Hamish Linklater,1136732,2e+06,2
David Warshofsky,1136732,2e+06,2
Paris P. Pickard,0,0,0
Anthony Michael Jones,0,0,0
Bindi Irwin,0,0,0
Bongolethu Mbutuma,0,0,0
Eliot Spitzer,0,0,0
Hulbert Waldroup,0,0,0
Kerry Bishé,4584,9000,1
Devon Graye,9134,4e+06,1
Wes Chatham,0,0,0
C.J. Thomason,0,0,0
Judd Apatow,575775,2e+06,1
Sky Ferreira,0,0,0
Cody Ray,0,0,0
Dustin Ray,0,0,0
Tyler Labine,1842,1500000,1
Alan Tudyk,0,0,0
Asun Ortega,0,0,0
David Castro,0,0,0
Perry D'Marco,0,0,0
Phife Dawg,0,0,0
Ali Shaheed Muhammad,0,0,0
Ermahn Ospina,0,0,0
Rhys Coiro,0,0,0
Joseph Garner,0,0,0
Kristos Andrews,0,0,0
Gina Keatley,0,0,0
Rick D. Wasserman,0,0,0
Lisa Ann Beley,0,0,0
Ty Simpkins,760159545,1.53e+08,3
Joe Pesci,134904,2.5e+07,1
Sergio Peris-Mencheta,134904,2.5e+07,1
John Magaro,15244817,4.5e+07,2
Denzel Whitaker,14637490,2.5e+07,1
Salli Richardson-Whitfield,0,0,0
Tracie Thoms,0,0,0
Omari Hardwick,0,0,0
Aaron Sorkin,0,0,0
Sebastian Villada,0,0,0
Laura Montana,0,0,0
Brandon T. Jackson,106470538,1.22e+08,2
Naturi Naughton,0,0,0
Juno Temple,4089427,30900000,5
Jeremy Dozier,107260,8e+06,2
Luke Grimes,0,0,0
Bob Einstein,0,0,0
Laura Allen,0,0,0
Britt Robertson,130867225,2.26e+08,3
Steve Nebesni,0,0,0
Taylor Trash,0,0,0
Christopher Thornton,0,0,0
Maggie Q,29136626,6e+07,1
Gil Birmingham,3660950,2.6e+07,2
Crystal Allen,3660950,2.6e+07,2
Zoë Kravitz,0,0,0
Griffin Newman,0,0,0
Bryan Callen,0,0,0
Jessica Lee,0,0,0
J. Chris Newberg,0,0,0
Kristy Swanson,0,0,0
Ryan McPartlin,0,0,0
Paul Michael Glaser,0,0,0
Stephen Colletti,0,0,0
Anabella Casanova,0,0,0
Bret Harrison,0,0,0
Jon Foo,0,0,0
Kelly Overton,0,0,0
Peter Greene,0,0,0
William Katt,0,0,0
Candy Darling,0,0,0
Andy Warhol,0,0,0
Holly Woodlawn,0,0,0
Kimberly S. Fairbanks,0,0,0
Ariel Shafir,0,0,0
James Duke Mason,0,0,0
Jay Klaitz,0,0,0
Daniel Yelsky,0,0,0
Jake Sandvig,0,0,0
Eliza Roberts,0,0,0
John-Paul Howard,0,0,0
Whitney Hoy,0,0,0
Joshua Zeman,0,0,0
Barbara Brancaccio,0,0,0
Bill Ellis,0,0,0
Sophie Bolen,0,0,0
Madeline Vail,0,0,0
Colby French,0,0,0
Jamara Griffin,0,0,0
Elizabeth Bond,0,0,0
Camden Toy,0,0,0
Georja Umano,0,0,0
Atsuko Okatsuka,0,0,0
Cory Zacharia,0,0,0
Rintaro Sawamoto,0,0,0
Tika Sumpter,134141530,2.5e+07,1
Jasmine Guy,0,0,0
Michael Joiner,4856482,4e+05,2
Michael Higgenbottom,4856482,4e+05,2
Barry Bostwick,0,0,0
Karen Black,0,0,0
AJ Bowen,36957575,6e+06,3
Amy Seimetz,415067,50000,1
Greg Grunberg,0,0,0
Carlos Ballantyne,0,0,0
Jason Christopher,0,0,0
Roger E. Fanter,0,0,0
Melanie LaPatin,0,0,0
Benji Schwimmer,0,0,0
Laurel Vail,0,0,0
Philip Rosenthal,0,0,0
Peter Boyle,0,0,0
Stanislav Duzhnikov,0,0,0
Amelia Talbot,0,0,0
Bonnie Somerville,0,0,0
Renée O'Connor,0,0,0
Matt Lagan,0,0,0
Andrew Dickler,18117,5e+05,1
Ben York Jones,18117,5e+05,1
reem Habib,0,0,0
Hamzah Jamjoom,0,0,0
Aunjanue Ellis,0,0,0
Joel Torre,183490,1700000,1
Ruta Gedmintas,0,0,0
Josh Bowman,0,0,0
Perdita Weeks,21197315,5e+06,1
Russell Harvard,0,0,0
Raymond J. Barry,0,0,0
Shoshannah Stern,0,0,0
Bjørn Lomborg,0,0,0
Hashem Akbari,0,0,0
Mandy Teefey,0,0,0
Dan Byrd,0,0,0
Jamie-Lynn Sigler,0,0,0
Chris Browning,0,0,0
Taylor Firth,0,0,0
Rob Mayes,0,0,0
Meital Dohan,20202,5e+06,1
Jess Harnell,0,0,0
Zoe Lister-Jones,16506,120000,1
Francis Benhamou,16506,120000,1
Mimi Lieber,16506,120000,1
Mark Kelly,0,0,0
Osgood Perkins,0,0,0
Connor Paolo,36938,1300000,2
Kelly McGillis,114439,2050000,3
Vincent Messina,0,0,0
Melissa Congas,0,0,0
Javier Pena,0,0,0
Sam Percussion,0,0,0
David Ellison,0,0,0
Dean Cameron,0,0,0
David A. Lockhart,0,0,0
Camille Montgomery,0,0,0
Rick Mora,170658496,2.56e+08,2
Andrew Keegan,0,0,0
Brandon Quinn,0,0,0
Natalia Cigliuti,0,0,0
Bret Roberts,0,0,0
Nicholas Tucci,0,0,0
Clare Grant,0,0,0
Bill Moseley,0,0,0
Rachel Blanchard,0,0,0
Sarah Kazemy,0,0,0
Nikohl Boosheri,0,0,0
Reza Sixo Safai,0,0,0
Steven Culp,0,0,0
Philip Baker Hall,0,0,0
Cassidy Freeman,0,0,0
Clark Freeman,0,0,0
Alden Adair,0,0,0
Shannon Beckner,0,0,0
Shane Bellegarde,0,0,0
Dagmara Dominczyk,0,0,0
Paul Fitzgerald,0,0,0
Dominic Fumusa,0,0,0
Linas Phillips,0,0,0
Sebastien Scandiuzzi,0,0,0
Tamer Hassan,0,0,0
Rebecca Da Costa,0,0,0
Andrew McCarthy,0,0,0
Caroline London,0,0,0
Kay Choe,0,0,0
Tamir Kapelian,0,0,0
Jenson Smith,0,0,0
Rahul Rai,0,0,0
Stefanie Estes,0,0,0
Freishia Bomanbehram,0,0,0
Katie Aselton,0,0,0
Marguerite Phillips,0,0,0
Nathaniel Marston,0,0,0
Tom Archdeacon,0,0,0
Michael Piccirilli,0,0,0
Gaynor Howe,0,0,0
Frank Hoyt Taylor,0,0,0
Sonny Marinelli,0,0,0
Heath Daniels,0,0,0
Korken Alexander,0,0,0
Josh Babich,0,0,0
Joe Cross,0,0,0
Amy Badberg,0,0,0
Merv Cross,0,0,0
Ed Alonzo,0,0,0
Albert M. Belmont Jr.,0,0,0
Gay Blackstone,0,0,0
Jenn Harris,0,0,0
Amy Madigan,0,0,0
Cory Booker,0,0,0
Geoffrey Canada,0,0,0
Candice Fryer,0,0,0
Tanit Phoenix Copley,0,0,0
Casey B. Dolan,0,0,0
Tom Hardy,720700133,628600000,8
Balinese Tari Legong Dancers,5203694,8e+06,2
Ni Made Megahadi Pratiwi,5203694,8e+06,2
Puti Sri Candra Dewi,5203694,8e+06,2
Octavia Spencer,398647098,68900000,5
Jeremy Irvine,80069713,79500000,2
Michael Fassbender,439860846,4.08e+08,7
Christopher Lee,73820094,1.7e+08,1
Evangeline Lilly,85463309,1.1e+08,1
Dakota Goyo,85463309,1.1e+08,1
J.K. Simmons,13361843,13300000,3
José Julián,1754319,1e+07,1
Eddie 'Piolin' Sotelo,1754319,1e+07,1
Freida Pinto,176740650,9.3e+07,1
Shailene Woodley,584650717,2.52e+08,7
Amara Miller,165249922,4e+07,2
Jared Harris,432965089,310200000,4
Brit Marling,9234357,12100000,2
Matthew-Lee Erlbach,1316074,1e+05,1
Lisa Thoreson,62453315,50200000,1
Brooklyn Decker,168201269,2.89e+08,2
Henry Hopper,326282,3e+07,2
Ryô Kase,326282,3e+07,2
Craig Ferguson,26687172,3e+07,1
Rosie Huntington-Whiteley,352358779,1.95e+08,1
Katy Perry,238872930,2.27e+08,3
Jonathan Winters,142614158,1.1e+08,1
Angela Lansbury,68218041,5.5e+07,1
Charlie Day,226358078,1.19e+08,3
Jason Sudeikis,508669268,2.87e+08,6
Devin Brochu,382946,7e+06,1
Rhys Wakefield,23070045,3e+07,1
Allison Cratchley,23070045,3e+07,1
Christopher James Baker,23070045,3e+07,1
January Jones,61135984,4.7e+07,2
Ed Helms,434010053,2.34e+08,5
Vikram Gandhi,0,0,0
David Carr,136674356,7.6e+07,4
Sarah Ellison,0,0,0
Larry Ingrassia,0,0,0
Travis Rice,0,0,0
Mark Landvik,0,0,0
John Jackson,0,0,0
Tony Adolescent,0,0,0
Art Alexakis,0,0,0
Tony Cadena,0,0,0
AJ Michalka,126975169,5e+07,1
Kyle Chandler,140679107,5.5e+07,3
Tom Sturridge,0,0,0
Taylor Schilling,69570983,6.5e+07,3
Grant Bowler,9127746,4e+07,2
Devon Bostick,101693824,4.3e+07,2
Christoph Waltz,535058326,521500000,6
Ulrich Thomsen,16907450,3.8e+07,1
Chris Baker,0,0,0
Birute Galdikas,0,0,0
Daphne Sheldrick,0,0,0
Dianna Agron,140789129,1.29e+08,4
Peter Joseph,0,0,0
Robert Sapolsky,0,0,0
Gabor Mate,0,0,0
Elizabeth Olsen,200661309,1.6e+08,1
Sarah Paulson,0,0,0
Sarah Mutch,0,0,0
Ray Wise,0,0,0
Jan Gehl,0,0,0
Norman Foster,0,0,0
Oscar Niemeyer,0,0,0
Bill Courtney,0,0,0
O.C. Brown,0,0,0
Montrail 'Money' Brown,0,0,0
John Cleese,26687172,3e+07,1
Riley Keough,4106,6e+06,1
Richard Lopez,0,0,0
Michael Perry,0,0,0
Richard Harmon,0,0,0
Genevieve Buechner,0,0,0
Sean Paul Lockhart,0,0,0
Gary Gitchell,0,0,0
Todd Moore,0,0,0
Dana Moore,0,0,0
Chris Pratt,1367429650,4.5e+08,5
Jay Chou,98780042,1.2e+08,1
Colin Egglesfield,39026186,3.5e+07,1
Murray Bartlett,0,0,0
Edward Conna,0,0,0
Adrian Gonzalez,0,0,0
Charles Eames,0,0,0
Ray Eames,0,0,0
Melanie Lynskey,6853325,15070000,3
Ja'Meya Jackson,8077752,2200000,2
Kelby Johnson,8077752,2200000,2
Lona Johnson,8077752,2200000,2
Colin O'Donoghue,33037754,3.7e+07,1
Alison Pill,0,0,0
Sarah Mahoney,35565975,3e+07,1
Claire Foy,24823283,4e+07,1
Tristan Halilaj,0,0,0
Sindi Lacej,0,0,0
Refet Abazi,0,0,0
Zana Marjanovic,301305,1.3e+07,1
Goran Kostic,301305,1.3e+07,1
Stacey Miller,0,0,0
Minka Kelly,37300107,1.6e+07,1
Crystal Arnette,0,0,0
Sal Bardo,0,0,0
Chris Damon,0,0,0
Steve Jobs,0,0,0
Robert X. Cringely,0,0,0
J.J. Abrams,638476,1500000,1
Peter Berg,638476,1500000,1
Paul Brennan,638476,1500000,1
Cory Monteith,11860839,9e+06,1
Lea Michele,20321829,7.9e+07,2
Sebastian Banes,0,0,0
Patrick Wang,0,0,0
Trevor St. John,0,0,0
Mark Kassen,0,0,0
Catherine Hansard,0,0,0
Glen Hansard,0,0,0
Markéta Irglová,0,0,0
Ryan Dunn,0,0,0
Warren Christie,17683670,5e+06,1
Lloyd Owen,17683670,5e+06,1
Ryan Robbins,17683670,5e+06,1
Lily Collins,155328738,2.4e+08,4
Matthew Ludwinski,0,0,0
Allison Lane,0,0,0
Michael Medico,0,0,0
Louis Bottino,0,0,0
C. Ashleigh Caldwell,0,0,0
Patrick Charles,0,0,0
Alexandra Mathews,0,0,0
William Catlett,0,0,0
Arthur David Williams Jr.,0,0,0
Paul Dzenkiw,0,0,0
Ari Graynor,1243961,850000,1
Pollyanna McIntosh,0,0,0
Brandon Gerald Fuller,0,0,0
Lauren Ashley Carter,0,0,0
Toby Ashraf,0,0,0
David Tennant,18298649,3e+07,1
Nathan Harris,0,0,0
Ashley Harris,0,0,0
The Marines of Echo Company,0,0,0
Chuck D.,0,0,0
Julianne Hough,142070416,1.23e+08,3
Justin Bieber,73000942,1.3e+07,1
Boys II Men,73000942,1.3e+07,1
Allison Anders,0,0,0
Jane Anderson,0,0,0
Doug Atchison,0,0,0
Ivan Kaye,0,0,0
Halley Feiffer,0,0,0
Daniel Eric Gold,0,0,0
Hubbel Palmer,0,0,0
Frank Grillo,174586446,5.9e+07,3
Mercedes Mason,0,0,0
